Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1974","1974","3050","FAO TIER 1","kt","1072.5975","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1975","1975","3050","FAO TIER 1","kt","40.1055","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1975","1975","3050","FAO TIER 1","kt","1122.9541","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1975","1975","3050","FAO TIER 1","kt","1122.9541","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1976","1976","3050","FAO TIER 1","kt","41.1257","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1976","1976","3050","FAO TIER 1","kt","1151.5195","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1976","1976","3050","FAO TIER 1","kt","1151.5195","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1977","1977","3050","FAO TIER 1","kt","42.0927","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1977","1977","3050","FAO TIER 1","kt","1178.5966","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1977","1977","3050","FAO TIER 1","kt","1178.5966","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1978","1978","3050","FAO TIER 1","kt","44.6242","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1978","1978","3050","FAO TIER 1","kt","1249.4763","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1978","1978","3050","FAO TIER 1","kt","1249.4763","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1979","1979","3050","FAO TIER 1","kt","44.3074","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1979","1979","3050","FAO TIER 1","kt","1240.6082","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1979","1979","3050","FAO TIER 1","kt","1240.6082","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1980","1980","3050","FAO TIER 1","kt","46.3897","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1980","1980","3050","FAO TIER 1","kt","1298.9121","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1980","1980","3050","FAO TIER 1","kt","1298.9121","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1981","1981","3050","FAO TIER 1","kt","45.9619","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1981","1981","3050","FAO TIER 1","kt","1286.9343","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1981","1981","3050","FAO TIER 1","kt","1286.9343","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1982","1982","3050","FAO TIER 1","kt","45.9375","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1982","1982","3050","FAO TIER 1","kt","1286.2508","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1982","1982","3050","FAO TIER 1","kt","1286.2508","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1983","1983","3050","FAO TIER 1","kt","45.9917","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1983","1983","3050","FAO TIER 1","kt","1287.7664","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1983","1983","3050","FAO TIER 1","kt","1287.7664","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1984","1984","3050","FAO TIER 1","kt","47.3661","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1984","1984","3050","FAO TIER 1","kt","1326.2518","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1984","1984","3050","FAO TIER 1","kt","1326.2518","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1985","1985","3050","FAO TIER 1","kt","46.9834","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1985","1985","3050","FAO TIER 1","kt","1315.5356","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1985","1985","3050","FAO TIER 1","kt","1315.5356","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1986","1986","3050","FAO TIER 1","kt","45.4008","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1986","1986","3050","FAO TIER 1","kt","1271.2228","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1986","1986","3050","FAO TIER 1","kt","1271.2228","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1987","1987","3050","FAO TIER 1","kt","48.5871","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1987","1987","3050","FAO TIER 1","kt","1360.4388","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1987","1987","3050","FAO TIER 1","kt","1360.4388","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1988","1988","3050","FAO TIER 1","kt","47.3674","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1988","1988","3050","FAO TIER 1","kt","1326.2872","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1988","1988","3050","FAO TIER 1","kt","1326.2872","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1989","1989","3050","FAO TIER 1","kt","48.8278","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1989","1989","3050","FAO TIER 1","kt","1367.1784","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1989","1989","3050","FAO TIER 1","kt","1367.1784","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1990","1990","3050","FAO TIER 1","kt","49.3903","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1990","1990","3050","FAO TIER 1","kt","1382.929","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1990","1990","3050","FAO TIER 1","kt","1382.929","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1991","1991","3050","FAO TIER 1","kt","44.5338","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1991","1991","3050","FAO TIER 1","kt","1246.9451","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1991","1991","3050","FAO TIER 1","kt","1246.9451","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1992","1992","3050","FAO TIER 1","kt","45.4189","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1992","1992","3050","FAO TIER 1","kt","1271.728","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1992","1992","3050","FAO TIER 1","kt","1271.728","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1993","1993","3050","FAO TIER 1","kt","46.4035","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1993","1993","3050","FAO TIER 1","kt","1299.2984","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1993","1993","3050","FAO TIER 1","kt","1299.2984","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1994","1994","3050","FAO TIER 1","kt","50.972","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1994","1994","3050","FAO TIER 1","kt","1427.217","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1994","1994","3050","FAO TIER 1","kt","1427.217","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1995","1995","3050","FAO TIER 1","kt","50.0341","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1995","1995","3050","FAO TIER 1","kt","1400.9555","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1995","1995","3050","FAO TIER 1","kt","1400.9555","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1996","1996","3050","FAO TIER 1","kt","48.0659","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1996","1996","3050","FAO TIER 1","kt","1345.8445","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1996","1996","3050","FAO TIER 1","kt","1345.8445","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1997","1997","3050","FAO TIER 1","kt","47.6725","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1997","1997","3050","FAO TIER 1","kt","1334.8293","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1997","1997","3050","FAO TIER 1","kt","1334.8293","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1998","1998","3050","FAO TIER 1","kt","49.0327","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1998","1998","3050","FAO TIER 1","kt","1372.9144","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1998","1998","3050","FAO TIER 1","kt","1372.9144","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","1999","1999","3050","FAO TIER 1","kt","47.4642","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","1999","1999","3050","FAO TIER 1","kt","1328.9983","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","1999","1999","3050","FAO TIER 1","kt","1328.9983","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2000","2000","3050","FAO TIER 1","kt","48.0343","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2000","2000","3050","FAO TIER 1","kt","1344.9609","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2000","2000","3050","FAO TIER 1","kt","1344.9609","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2001","2001","3050","FAO TIER 1","kt","49.0544","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2001","2001","3050","FAO TIER 1","kt","1373.5219","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2001","2001","3050","FAO TIER 1","kt","1373.5219","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2002","2002","3050","FAO TIER 1","kt","46.7047","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2002","2002","3050","FAO TIER 1","kt","1307.7322","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2002","2002","3050","FAO TIER 1","kt","1307.7322","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2003","2003","3050","FAO TIER 1","kt","48.3719","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2003","2003","3050","FAO TIER 1","kt","1354.4138","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2003","2003","3050","FAO TIER 1","kt","1354.4138","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2004","2004","3050","FAO TIER 1","kt","50.1618","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2004","2004","3050","FAO TIER 1","kt","1404.5304","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2004","2004","3050","FAO TIER 1","kt","1404.5304","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2005","2005","3050","FAO TIER 1","kt","50.0445","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2005","2005","3050","FAO TIER 1","kt","1401.246","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2005","2005","3050","FAO TIER 1","kt","1401.246","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2006","2006","3050","FAO TIER 1","kt","49.939","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2006","2006","3050","FAO TIER 1","kt","1398.291","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2006","2006","3050","FAO TIER 1","kt","1398.291","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2007","2007","3050","FAO TIER 1","kt","53.1936","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2007","2007","3050","FAO TIER 1","kt","1489.4199","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2007","2007","3050","FAO TIER 1","kt","1489.4199","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2008","2008","3050","FAO TIER 1","kt","53.9232","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2008","2008","3050","FAO TIER 1","kt","1509.8507","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2008","2008","3050","FAO TIER 1","kt","1509.8507","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2009","2009","3050","FAO TIER 1","kt","54.1832","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2009","2009","3050","FAO TIER 1","kt","1517.1285","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2009","2009","3050","FAO TIER 1","kt","1517.1285","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2010","2010","3050","FAO TIER 1","kt","53.1199","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2010","2010","3050","FAO TIER 1","kt","1487.3564","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2010","2010","3050","FAO TIER 1","kt","1487.3564","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2011","2011","3050","FAO TIER 1","kt","49.5279","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2011","2011","3050","FAO TIER 1","kt","1386.7823","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2011","2011","3050","FAO TIER 1","kt","1386.7823","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2012","2012","3050","FAO TIER 1","kt","48.1852","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2012","2012","3050","FAO TIER 1","kt","1349.186","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2012","2012","3050","FAO TIER 1","kt","1349.186","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2013","2013","3050","FAO TIER 1","kt","48.5524","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2013","2013","3050","FAO TIER 1","kt","1359.468","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2013","2013","3050","FAO TIER 1","kt","1359.468","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2014","2014","3050","FAO TIER 1","kt","48.1358","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2014","2014","3050","FAO TIER 1","kt","1347.8036","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2014","2014","3050","FAO TIER 1","kt","1347.8036","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2015","2015","3050","FAO TIER 1","kt","47.683","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2015","2015","3050","FAO TIER 1","kt","1335.1253","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2015","2015","3050","FAO TIER 1","kt","1335.1253","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","46.6268","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","1305.5504","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","1305.5504","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","44.7541","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","1253.1137","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","1253.1137","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","43.0158","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","1204.4416","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","1204.4416","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","41.854","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","1171.9116","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","1171.9116","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","41.5561","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","1163.571","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","1163.571","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kt","7.2842","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kt","0.5596","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kt","203.9588","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kt","148.2989","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kt","352.2577","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kt","7.6758","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kt","0.5725","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kt","214.923","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kt","151.7058","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kt","366.6288","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kt","7.7636","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kt","0.5801","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kt","217.3808","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kt","153.7183","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kt","371.099","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kt","7.5603","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kt","0.584","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kt","211.6895","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kt","154.7476","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kt","366.4371","E","Estimated value",""
